uid;date_match;joueurA;joueurB;surf;tournoi;coteA;coteB;probA_modele;probB_modele;evA_pct;evB_pct;marge;zones;psA;psB;mxA;mxB;avA;avB;clv_ps_pct;clv_avg_pct;score_confiance;injury;opp_streak;tourn_spec;elo_a;elo_b;srv_a;srv_b;ret_a;ret_b;trend_elo_a;trend_elo_b;rank_a;rank_b;forme_surf_a;forme_surf_b;forme_5A;forme_5B;clv_closing_60;clv_closing_15;anomalie;resultat;src_resultat
wta_london_alycia_parks_vs_maddison_inglis;2026-06-07;Alycia Parks;Maddison Inglis;Hard;WTA London;1.526;2.59;0.6520;0.3150;-0.50;-18.42;4.14;aucune;1.526;2.59;1.526;2.59;;;0.00;;69;;;;1663.7;1553.8;57.1;58.8;40.2;37.9;43.5;;81;151;2V1D;;;;0.00;0.00;;0;
wta_london_alina_charaeva_vs_talia_gibson;2026-06-07;Talia Gibson;Alina Charaeva;Hard;WTA London;1.497;2.67;0.6520;0.3150;-2.40;-15.90;4.25;aucune;1.497;2.67;1.497;2.67;;;0.00;;69;;;;1776.6;1600.7;59.5;47.8;39.8;39.4;-8.5;-17.1;63;129;3V2D;;;;-2.61;-2.61;;0;
wta_london_anna_blinkova_vs_jodie_burrage;2026-06-07;Anna Blinkova;Jodie Burrage;Hard;WTA London;1.609;2.37;0.5510;0.4300;-11.34;1.91;4.34;aucune;1.609;2.37;1.609;2.37;;;0.00;;63;;;;1647.6;1491.4;52.4;56.3;43.7;38.5;-33.0;;105;643;1V1D;;;;0.00;0.00;;1;
wta_london_elsa_jacquemot_vs_hanyu_guo;2026-06-07;Elsa Jacquemot;Hanyu Guo;Hard;WTA London;1.641;2.31;0.5510;0.4300;-9.58;-0.67;4.23;aucune;1.641;2.31;1.641;2.31;;;0.00;;41;;;;1590.4;1578.4;55.2;51.7;41.3;44.9;-17.5;-6.2;80;156;1V1D;;;;0.00;0.00;;0;
wta_london_tatjana_maria_vs_yuriko_lily_miyazaki;2026-06-07;Tatjana Maria;Yuriko Lily Miyazaki;Hard;WTA London;1.275;3.85;0.7340;0.2630;-6.41;1.26;4.41;aucune;1.275;3.85;1.275;3.85;;;0.00;;54;;;;1571.2;1394.4;56;;40.7;;49.4;;52;295;0V1D;;;;0.00;0.00;;1;
wta_london_carole_monnet_vs_donna_vekic;2026-06-07;Donna Vekic;Carole Monnet;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1720.3;1428.9;55.1;32.3;41.5;23.1;41.3;-12.4;76;191;;;;;;;;1;
wta_london_ekaterine_gorgodze_vs_kamilla_rakhimova;2026-06-07;Ekaterine Gorgodze;Kamilla Rakhimova;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1440.3;1675.6;44.0;53.7;41.9;43;-9.2;-0.2;227;78;;1V1D;;;;;;0;
wta_s-hertogenbosch_katie_volynets_vs_lin_zhu;2026-06-07;Katie Volynets;Lin Zhu;Grass;WTA S-Hertogenbosch;1.512;2.58;0.6700;0.1500;1.30;-61.30;4.90;aucune;1.512;2.58;1.512;2.58;;;0.00;;34;;;;1586.8;1532.3;53;54.9;43.8;44;-11.8;;101;138;;;;;-0.60;-0.60;;1;
wta_s-hertogenbosch_joanna_garland_vs_robin_montgomery;2026-06-07;Robin Montgomery;Joanna Garland;Grass;WTA S-Hertogenbosch;1.684;2.2;0.5870;0.3890;-1.15;-14.42;4.84;aucune;1.684;2.2;1.684;2.2;;;0.00;;50;;;;1632.9;1502.8;48.7;56.7;35.1;38.8;-24.7;;484;186;;;;;-1.31;-1.31;;1;
wta_london_karolina_pliskova_vs_mccartney_kessler;2026-06-08;Karolina Pliskova;McCartney Kessler;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;2;;;;1807.3;1788.1;59.4;58;41.4;43.3;82.9;-26.1;106;39;;1V2D;;;-2.63;-2.63;;1;
atp_s-hertogenbosch_nuno_borges_vs_terence_atmane;2026-06-08;Nuno Borges;Terence Atmane;Grass;ATP S-Hertogenbosch;1.757;2.15;;;0.00;0.00;3.43;aucune;1.757;2.15;1.757;2.15;;;0.00;;39;;;;1598.5;1558.8;64.7;64.2;34.5;33.8;3.9;82.5;50;53;;;;;0.00;0.00;;1;
atp_s-hertogenbosch_benjamin_bonzi_vs_mees_rottgering;2026-06-08;Benjamin Bonzi;Mees Rottgering;Grass;ATP S-Hertogenbosch;1.448;2.91;;;0.00;0.00;3.43;aucune;1.448;2.91;1.448;2.91;;;0.00;;42;;;;1635.4;1472.7;64.1;;33.9;;9.0;;99;464;;;;;0.14;0.14;;1;
atp_s-hertogenbosch_denis_shapovalov_vs_marin_cilic;2026-06-08;Marin Cilic;Denis Shapovalov;Grass;ATP S-Hertogenbosch;1.684;2.25;;;0.00;0.00;3.83;aucune;1.684;2.25;1.684;2.25;;;0.00;;50;;;;1776.3;1643.2;66.7;62.5;32.9;38;-13.1;-86.8;47;42;;;;;-2.04;-2.04;;1;
atp_s-hertogenbosch_elias_ymer_vs_ugo_humbert;2026-06-08;Ugo Humbert;Elias Ymer;Grass;ATP S-Hertogenbosch;1.292;3.78;;;0.00;0.00;3.85;aucune;1.292;3.78;1.292;3.78;;;0.00;;50;;;;1711.9;1518.6;66.8;63.1;34.2;36.8;-24.6;;33;184;;;;;-1.07;-1.07;;1;
atp_s-hertogenbosch_adrian_mannarino_vs_gabriel_diallo;2026-06-09;Adrian Mannarino;Gabriel Diallo;Grass;ATP S-Hertogenbosch;1.854;2;;;0.00;0.00;3.94;aucune;1.854;2;1.854;2;;;0.00;;30;;;;1651.9;1670.8;64.4;65.5;35.1;33.6;-97.1;-58.4;46;54;;;;;0.38;0.38;;1;
atp_s-hertogenbosch_jenson_brooksby_vs_zhizhen_zhang;2026-06-09;Jenson Brooksby;Zhizhen Zhang;Grass;ATP S-Hertogenbosch;1.8;2.07;;;0.00;0.00;3.86;aucune;1.8;2.07;1.8;2.07;;;0.00;;40;;;;1664.1;1587.4;61.8;62.6;37.5;29.8;-99.5;-61.6;73;214;;;;;-0.33;-0.33;;0;
atp_s-hertogenbosch_thijs_boogaard_vs_yibing_wu;2026-06-09;Yibing Wu;Thijs Boogaard;Grass;ATP S-Hertogenbosch;1.367;3.25;;;0.00;0.00;3.92;aucune;1.367;3.25;1.367;3.25;;;0.00;;31;;;;1589.6;1500.0;63.3;;33.5;;-33.7;;101;779;;;;;4.75;5.48;;0;
atp_s-hertogenbosch_botic_van_de_zandschulp_vs_tallon_griekspoor;2026-06-09;Tallon Griekspoor;Botic Van de Zandschulp;Grass;ATP S-Hertogenbosch;1.684;2.25;;;0.00;0.00;3.83;aucune;1.684;2.25;1.684;2.25;;;0.00;;50;;;;1768.7;1599.9;65.4;64.4;32.5;37.5;-94.2;15.1;41;55;;;;;1.63;1.63;;1;api_fast
atp_s-hertogenbosch_hubert_hurkacz_vs_marton_fucsovics;2026-06-09;Hubert Hurkacz;Marton Fucsovics;Grass;ATP S-Hertogenbosch;1.537;2.58;;;0.00;0.00;3.82;aucune;1.537;2.58;1.537;2.58;;;0.00;;30;;;;1720.9;1714.3;69;63.9;32.9;37.7;-27.2;-61.0;96;75;;;;;-0.39;-0.39;;0;api_fast
atp_stuttgart_alejandro_davidovich_fokina_vs_mattia_bellucci;2026-06-08;Alejandro Davidovich Fokina;Mattia Bellucci;Grass;ATP Stuttgart;1.54;2.6;;;0.00;0.00;3.40;aucune;1.54;2.6;1.54;2.6;;;0.00;;40;;;;1717.6;1624;65.2;61.2;37.1;34.9;-42.8;-8.6;22;78;;;;;0.00;0.00;;0;
atp_stuttgart_martin_landaluce_vs_pierre-hugues_herbert;2026-06-08;Martin Landaluce;Pierre-Hugues Herbert;Grass;ATP Stuttgart;1.704;2.24;;;0.00;0.00;3.33;aucune;1.704;2.24;1.704;2.24;;;0.00;;63;;;;1669.1;1545.5;64.2;61.7;32.7;31.6;157.8;-11.6;58;232;;;;;-0.58;-0.58;;1;
atp_stuttgart_giovanni_mpetshi_perricard_vs_tommy_paul;2026-06-08;Tommy Paul;Giovanni Mpetshi Perricard;Grass;ATP Stuttgart;1.534;2.59;;;0.00;0.00;3.80;aucune;1.534;2.59;1.534;2.59;;;0.00;;45;;;;1756.4;1648.3;67.1;70.3;37.5;26.5;10.2;-22.8;28;93;;;;;-0.20;-0.20;;;
atp_stuttgart_fabian_marozsan_vs_gauthier_onclin;2026-06-08;Fabian Marozsan;Gauthier Onclin;Grass;ATP Stuttgart;1.662;2.29;;;0.00;0.00;3.84;aucune;1.662;2.29;1.662;2.29;;;0.00;;31;;;;1591.3;1491.1;64.1;;35.7;;-38.2;;61;186;;;;;0.00;0.00;;0;
atp_stuttgart_diego_dedura-palomero_vs_james_duckworth;2026-06-09;James Duckworth;Diego Dedura-Palomero;Grass;ATP Stuttgart;1.52;2.63;;;0.00;0.00;3.81;aucune;1.52;2.63;1.52;2.63;;;0.00;;18;;;;1572.6;;63.4;;33.4;;-7.6;;79;;;;;;5.85;5.85;;1;
atp_stuttgart_corentin_moutet_vs_nick_kyrgios;2026-06-09;Corentin Moutet;Nick Kyrgios;Grass;ATP Stuttgart;1.591;2.44;;;0.00;0.00;3.84;aucune;1.591;2.44;1.591;2.44;;;0.00;;27;;;;1714.4;1667.3;61.8;;38.8;;-67.0;;36;835;;;;;-0.25;-0.25;;0;
atp_stuttgart_rinky_hijikata_vs_tom_gentzsch;2026-06-09;Rinky Hijikata;Tom Gentzsch;Grass;ATP Stuttgart;1.362;3.28;;;0.00;0.00;3.91;aucune;1.362;3.28;1.362;3.28;;;0.00;;31;;;;1601.8;1484.2;63.1;;34.8;;-14.4;;106;;;;;;-0.37;-0.37;;1;
atp_stuttgart_marcos_giron_vs_roberto_bautista_agut;2026-06-09;Marcos Giron;Roberto Bautista Agut;Grass;ATP Stuttgart;1.729;2.17;;;0.00;0.00;3.92;aucune;1.729;2.17;1.729;2.17;;;0.00;;30;;;;1703.5;1698;63.9;63.6;35.6;34.1;-73.5;-56.7;88;116;;;;;-0.35;-0.35;;1;
atp_stuttgart_aleksandar_kovacevic_vs_yannick_hanfmann;2026-06-09;Yannick Hanfmann;Aleksandar Kovacevic;Grass;ATP Stuttgart;1.584;2.46;;;0.00;0.00;3.78;aucune;1.584;2.46;1.584;2.46;;;0.00;;50;;;;1646.1;1482.9;66.3;66.4;35.8;30.3;-54.9;-0.6;59;69;;;;;-0.44;-0.44;;1;
atp_stuttgart_daniel_altmaier_vs_frances_tiafoe;2026-06-09;Frances Tiafoe;Daniel Altmaier;Grass;ATP Stuttgart;1.444;2.89;;;0.00;0.00;3.85;aucune;1.444;2.89;1.444;2.89;;;0.00;;63;;;;1739.1;1536.3;65.6;62.7;35.1;32.9;12.4;43.4;26;85;;;;;-0.96;-0.96;;1;
atp_stuttgart_alexis_galarneau_vs_jan-lennard_struff;2026-06-09;Jan-Lennard Struff;Alexis Galarneau;Grass;ATP Stuttgart;1.505;2.68;;;0.00;0.00;3.76;aucune;1.505;2.68;1.505;2.68;;;0.00;;31;;;;1617.2;1502.9;64.5;;36;;-12.1;;77;187;;;;;0.87;0.87;;1;
atp_stuttgart_quentin_halys_vs_sho_shimabukuro;2026-06-09;Quentin Halys;Sho Shimabukuro;Grass;ATP Stuttgart;1.699;2.23;;;0.00;0.00;3.70;aucune;1.699;2.23;1.699;2.23;;;0.00;;54;;;;1634.8;1565.6;65.5;67.6;33.1;31.5;70.1;;92;104;;;;;-1.74;-1.74;;0;
wta_london_harriet_dart_vs_liudmila_samsonova;2026-06-08;Liudmila Samsonova;Harriet Dart;Hard;WTA London;1.454;2.85;;;0.00;0.00;3.86;aucune;1.454;2.85;1.454;2.85;;;0.00;;46;;;;1744;1592.1;59.7;;42.2;;-42.5;20.9;35;160;0V1D;1V0D;;;-0.27;-0.27;;0;
wta_london_jaqueline_cristian_vs_qinwen_zheng;2026-06-08;Qinwen Zheng;Jaqueline Cristian;Hard;WTA London;1.432;2.93;;;0.00;0.00;3.96;aucune;1.432;2.93;1.432;2.93;;;0.00;;59;;;;1860.1;1795.8;60.2;56.5;42.1;41.8;-25.0;-5.4;122;38;2V1D;2V1D;;;-0.42;-0.42;;0;
wta_london_katie_boulter_vs_leylah_fernandez;2026-06-08;Leylah Fernandez;Katie Boulter;Hard;WTA London;1.909;1.943;;;0.00;0.00;3.85;aucune;1.909;1.943;1.909;1.943;;;0.00;;51;;;;1801.6;1787.4;60.3;56.4;42;43.8;20.1;-0.8;23;73;1V1D;2V1D;;;-1.75;-4.55;;0;
wta_london_francesca_jones_vs_laura_siegemund;2026-06-08;Laura Siegemund;Francesca Jones;Hard;WTA London;1.512;2.65;;;0.00;0.00;3.87;aucune;1.512;2.65;1.512;2.65;;;0.00;;63;;;;1721.1;1605.2;55.6;53.3;43.7;40.6;23.0;-8.2;44;98;1V1D;1V1D;;;3.99;3.99;;1;
wta_s-hertogenbosch_ekaterina_alexandrova_vs_panna_udvardy;2026-06-08;Ekaterina Alexandrova;Panna Udvardy;Grass;WTA S-Hertogenbosch;1.294;3.83;;;0.00;0.00;3.39;aucune;1.294;3.83;1.294;3.83;;;0.00;;58;;;;1761.3;1557.2;60.1;56.4;44.3;42.6;-75.7;90.8;17;65;;;;;0.00;0.00;;0;
wta_s-hertogenbosch_kimberly_birrell_vs_magda_linette;2026-06-08;Magda Linette;Kimberly Birrell;Grass;WTA S-Hertogenbosch;1.806;2.08;;;0.00;0.00;3.45;aucune;1.806;2.08;1.806;2.08;;;0.00;;34;;;;1626.3;1611.7;57;56.2;40.3;41.8;18.8;-48.4;60;74;;;;;0.00;0.00;;1;
wta_s-hertogenbosch_bianca_andreescu_vs_elise_mertens;2026-06-08;Elise Mertens;Bianca Andreescu;Grass;WTA S-Hertogenbosch;1.434;2.97;;;0.00;0.00;3.41;aucune;1.434;2.97;1.434;2.97;;;0.00;;50;;;;1767.2;1614.7;61.2;58.1;44.8;39.7;-16.1;4.3;22;158;;;;;0.00;0.00;;1;
wta_s-hertogenbosch_daria_kasatkina_vs_robin_montgomery;2026-06-08;Daria Kasatkina;Robin Montgomery;Grass;WTA S-Hertogenbosch;1.578;2.47;;;0.00;0.00;3.86;aucune;1.578;2.47;1.578;2.47;;;0.00;;45;;;;1707.9;1632.9;52.5;48.7;47.3;35.1;9.2;-24.7;66;484;;;;;-2.41;-2.41;;0;
wta_s-hertogenbosch_daria_snigur_vs_paula_badosa;2026-06-08;Daria Snigur;Paula Badosa;Grass;WTA S-Hertogenbosch;1.909;1.943;;;0.00;0.00;3.85;aucune;1.909;1.943;1.909;1.943;;;0.00;;43;;;;1612.5;1635.1;53.9;56.4;47.6;42.4;21.6;-58.8;84;141;;;;;1.70;1.70;;1;
wta_s-hertogenbosch_clara_tauson_vs_mia_pohankova;2026-06-08;Clara Tauson;Mia Pohankova;Grass;WTA S-Hertogenbosch;1.529;2.6;;;0.00;0.00;3.86;aucune;1.529;2.6;1.529;2.6;;;0.00;;38;;;;1683.2;1508.5;60.2;;42.5;;-72.4;;24;280;;;;;0.00;0.00;;0;
wta_s-hertogenbosch_elena-gabriela_ruse_vs_tamara_korpatsch;2026-06-09;Elena-Gabriela Ruse;Tamara Korpatsch;Grass;WTA S-Hertogenbosch;1.389;3.14;;;0.00;0.00;3.84;aucune;1.389;3.14;1.389;3.14;;;0.00;;72;;;;1686.1;1461.4;55.3;54.5;43.4;46.5;51.6;28.0;88;79;;;;;-0.29;-0.29;;1;
wta_s-hertogenbosch_lois_boisson_vs_solana_sierra;2026-06-09;Solana Sierra;Lois Boisson;Grass;WTA S-Hertogenbosch;1.595;2.43;;;0.00;0.00;3.85;aucune;1.595;2.43;1.595;2.43;;;0.00;;54;;;;1600;1523.8;54.6;59.8;41.9;43.3;82.4;-28.3;56;155;;;;;1.53;3.98;;1;
wta_s-hertogenbosch_anastasia_potapova_vs_suzan_lamens;2026-06-09;Anastasia Potapova;Suzan Lamens;Grass;WTA S-Hertogenbosch;1.283;3.86;;;0.00;0.00;3.85;aucune;1.283;3.86;1.283;3.86;;;0.00;;72;;;;1703.7;1492.9;55.3;52;44.7;43.7;140.1;;27;125;;;;;-2.80;-2.80;;1;
wta_s-hertogenbosch_dayana_yastremska_vs_sara_bejlek;2026-06-09;Dayana Yastremska;Sara Bejlek;Grass;WTA S-Hertogenbosch;1.617;2.38;;;0.00;0.00;3.86;aucune;1.617;2.38;1.617;2.38;;;0.00;;50;;;;1700.3;1509.1;56.3;57;42.4;47.6;-40.9;-33.9;49;46;;;;;-0.49;-0.49;;1;
wta_s-hertogenbosch_caty_mcnally_vs_emma_navarro;2026-06-09;Emma Navarro;Caty McNally;Grass;WTA S-Hertogenbosch;1.74;2.15;;;0.00;0.00;3.98;aucune;1.74;2.15;1.74;2.15;;;0.00;;43;;;;1716.5;1703.8;58.1;56.5;43.3;44.2;68.4;99.1;25;59;;;;;-1.64;-1.64;;0;api_fast
wta_s-hertogenbosch_barbora_krejcikova_vs_renata_zarazua;2026-06-09;Barbora Krejcikova;Renata Zarazua;Grass;WTA S-Hertogenbosch;1.227;4.47;;;0.00;0.00;3.87;aucune;1.227;4.47;1.227;4.47;;;0.00;;58;;;;1762.6;1555.9;58.7;55.5;43.8;44.2;-14.5;19.4;45;77;;;;;-0.32;-0.32;;1;
wta_s-hertogenbosch_ajla_tomljanovic_vs_jessica_bouzas_maneiro;2026-06-09;Jessica Bouzas Maneiro;Ajla Tomljanovic;Grass;WTA S-Hertogenbosch;1.813;2.06;;;0.00;0.00;3.70;aucune;1.813;2.06;1.813;2.06;;;0.00;;34;;;;1630.9;1664.8;56.1;56.4;45;43.3;-22.9;-88.5;54;109;;;;;-2.21;-2.21;;0;api_fast
wta_s-hertogenbosch_magda_linette_vs_mia_pohankova;2026-06-10;Magda Linette;Mia Pohankova;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;8;;;;1626.3;1508.5;57;;40.3;;18.8;;60;280;;;;;-1.47;-1.47;;1;oddspapi
wta_queen's_club_championships_alexandra_eala_vs_shuai_zhang;2026-06-09;Alexandra Eala;Shuai Zhang;Hard;WTA Queen's Club Championships;1.51;2.55;0.6100;0.7800;-7.89;98.90;5.44;aucune;1.54;2.64;1.57;2.75;1.5167346938775508;2.5440816326530618;-1.95;-0.44;59;;;;1812.7;1691.2;55.7;55.3;44.9;42.4;-24.5;-27.2;33;64;2V1D;0V1D;;;;;;1;
wta_queen's_club_championships_maria_sakkari_vs_tatjana_maria;2026-06-09;Tatjana Maria;Maria Sakkari;Hard;WTA Queen's Club Championships;1.85;1.94;0.8600;0.8600;59.10;66.84;5.60;aucune;1.95;1.93;1.95;2.08;1.8524999999999994;1.9474999999999998;-5.13;-0.13;58;;;;1571.2;1809.8;56;56.9;40.7;41.6;49.4;-52.3;52;37;0V1D;0V1D;;;;;;1;
wta_queen's_club_championships_marta_kostyuk_vs_mika_stojsavljevic;2026-06-09;Marta Kostyuk;Mika Stojsavljevic;Hard;WTA Queen's Club Championships;1.16;5.2;0.7700;0.1050;-10.68;-45.40;5.44;aucune;1.18;5.37;1.19;6;1.1591666666666665;5.1513888888888895;-1.69;0.07;67;;;;1955.1;1414.9;59.1;;46.2;;138.0;21.0;12;261;2V1D;1V0D;;;;;;;
wta_queen's_club_championships_marie_bouzkova_vs_polina_kudermetova;2026-06-09;Marie Bouzkova;Polina Kudermetova;Hard;WTA Queen's Club Championships;1.44;2.8;0.6000;0.2700;-13.60;-24.40;5.16;aucune;1.47;2.86;1.48;2.98;1.43875;2.770833333333334;-2.04;0.09;58;;;;1772.9;1636.5;56.3;52.9;46.3;41.1;9.8;10.4;28;121;2V2D;;;;0.00;0.00;;1;
wta_queen's_club_championships_francesca_jones_vs_laura_siegemund;2026-06-09;Laura Siegemund;Francesca Jones;Hard;WTA Queen's Club Championships;1.38;3.05;0.6000;0.2900;-17.20;-11.55;5.25;aucune;1.4;3.18;1.41;3.35;1.368333333333333;3.09375;-1.43;0.85;53;;;;1721.1;1605.2;55.6;53.3;43.7;40.6;23.0;-8.2;44;98;1V1D;1V1D;;;3.99;3.99;;1;
wta_queen's_club_championships_belinda_bencic_vs_harriet_dart;2026-06-10;Belinda Bencic;Harriet Dart;Hard;WTA Queen's Club Championships;1.15;4.7;0.8700;0.1300;0.05;-38.90;8.23;aucune;1.15;6.11;1.18;6.4;1.148529411764706;5.326176470588234;0.00;0.13;55;;;;1948.9;1592.1;60.4;;43.7;;-18.9;20.9;11;160;3V2D;1V0D;;;1.20;1.20;;;
wta_queen's_club_championships_karolina_pliskova_vs_victoria_mboko;2026-06-10;Victoria Mboko;Karolina Pliskova;Hard;WTA Queen's Club Championships;1.44;2.65;0.7600;0.3250;9.44;-13.88;7.18;aucune;1.52;2.66;1.53;2.75;1.4881818181818183;2.573939393939394;-5.26;-3.24;69;;;;2025.6;1807.3;60.3;59.4;43.4;41.4;-28.0;82.9;9;106;3V1D;;;;2.63;2.63;abandon;0;api_fast
wta_s-hertogenbosch_daria_snigur_vs_panna_udvardy;2026-06-10;Daria Snigur;Panna Udvardy;Grass;WTA S-Hertogenbosch;1.465;2.81;;;0.00;0.00;3.85;aucune;1.465;2.81;1.465;2.81;;;0.00;;43;;;;1612.5;1557.2;53.9;56.4;47.6;42.6;21.6;90.8;84;65;;;;;3.31;3.31;;1;oddspapi
atp_s-hertogenbosch_kamil_majchrzak_vs_otto_virtanen;2026-06-09;Otto Virtanen;Kamil Majchrzak;Grass;ATP S-Hertogenbosch;1.925;1.943;;;0.00;0.00;3.41;aucune;1.925;1.943;1.925;1.943;;;0.00;;30;;;;1680.2;1666.7;54.3;63.5;41.8;36.3;-15.9;-21.6;158;76;;;;;0.00;4.22;;0;
atp_s-hertogenbosch_alex_de_minaur_vs_martin_damm_jr;2026-06-10;Alex de Minaur;Martin Damm Jr;Grass;ATP S-Hertogenbosch;1.352;3.35;;;0.00;0.00;3.82;aucune;1.352;3.35;1.352;3.35;;;0.00;;46;;;;1819.9;1500.0;65.8;;39.6;;-81.0;;6;2071;;;;;-1.24;-1.24;;1;oddspapi
atp_s-hertogenbosch_benjamin_bonzi_vs_ugo_humbert;2026-06-10;Ugo Humbert;Benjamin Bonzi;Grass;ATP S-Hertogenbosch;1.529;2.6;;;0.00;0.00;3.86;aucune;1.529;2.6;1.529;2.6;;;0.00;;40;;;;1711.9;1635.4;66.8;64.1;34.2;33.9;-24.6;9.0;33;99;;;;;5.30;5.30;;0;oddspapi
atp_s-hertogenbosch_marin_cilic_vs_nuno_borges;2026-06-10;Marin Cilic;Nuno Borges;Grass;ATP S-Hertogenbosch;1.806;2.06;;;0.00;0.00;3.91;aucune;1.806;2.06;1.806;2.06;;;0.00;;50;;;;1776.3;1598.5;66.7;64.7;32.9;34.5;-13.1;3.9;47;50;;;;;-7.05;-7.05;;1;oddspapi
atp_stuttgart_mattia_bellucci_vs_yannick_hanfmann;2026-06-10;Yannick Hanfmann;Mattia Bellucci;Grass;ATP Stuttgart;1.819;2.05;;;0.00;0.00;3.76;aucune;1.819;2.05;1.819;2.05;;;0.00;;34;;;;1646.1;1624;66.3;61.2;35.8;34.9;-54.9;-8.6;59;78;;;;;0.00;0.00;;0;
atp_stuttgart_alexander_bublik_vs_jan-lennard_struff;2026-06-10;Jan-Lennard Struff;Alexander Bublik;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1617.2;1829.1;64.5;68.1;36;35.1;-12.1;-71.7;77;11;;;;;0.00;0.00;;0;oddspapi
atp_stuttgart_martin_landaluce_vs_taylor_fritz;2026-06-10;Taylor Fritz;Martin Landaluce;Grass;ATP Stuttgart;1.526;2.61;;;0.00;0.00;3.84;aucune;1.526;2.61;1.526;2.61;;;0.00;;50;;;;1809.3;1669.1;70.7;64.2;34.4;32.7;-48.7;157.8;9;58;;;;;7.77;7.77;;1;oddspapi
atp_stuttgart_ben_shelton_vs_marcos_giron;2026-06-10;Ben Shelton;Marcos Giron;Grass;ATP Stuttgart;1.395;3.11;;;0.00;0.00;3.84;aucune;1.395;3.11;1.395;3.11;;;0.00;;40;;;;1792.2;1703.5;70.1;63.9;32.9;35.6;-93.4;-73.5;5;88;;;;;0.79;0.79;;1;
wta_london_emma_raducanu_vs_sorana_cirstea;2026-06-10;Sorana Cirstea;Emma Raducanu;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1915.8;1769.9;61.9;57.7;44.7;44.8;65.7;-38.5;18;42;3V1D;;;;-7.78;-7.78;;0;oddspapi
wta_london_jaqueline_cristian_vs_katie_boulter;2026-06-10;Jaqueline Cristian;Katie Boulter;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;2;;;;1795.8;1787.4;56.5;56.4;41.8;43.8;-5.4;-0.8;38;73;2V1D;2V1D;;;-17.01;-17.01;;0;oddspapi
wta_london_karolina_pliskova_vs_victoria_mboko;2026-06-10;Victoria Mboko;Karolina Pliskova;Hard;WTA London;1.675;2.26;;;0.00;0.00;3.95;aucune;1.675;2.26;1.675;2.26;;;0.00;;79;;;;2025.6;1807.3;60.3;59.4;43.4;41.4;-28.0;82.9;9;106;3V1D;;;;2.63;2.63;abandon;0;api_fast
wta_london_belinda_bencic_vs_harriet_dart;2026-06-10;Belinda Bencic;Harriet Dart;Hard;WTA London;1.265;4.02;;;0.00;0.00;3.93;aucune;1.265;4.02;1.265;4.02;;;0.00;;63;;;;1948.9;1592.1;60.4;;43.7;;-18.9;20.9;11;160;3V2D;1V0D;;;1.20;1.20;;;
atp_s-hertogenbosch_james_mccabe_vs_zizou_bergs;2026-06-09;Zizou Bergs;James McCabe;Grass;ATP S-Hertogenbosch;1.578;2.5;;;0.00;0.00;3.37;aucune;1.578;2.5;1.578;2.5;;;0.00;;38;;;;1655.8;1503.1;63;;35.5;;-28.4;;40;233;;;;;0.00;0.00;;0;
wta_london_alexandra_eala_vs_iva_jovic;2026-06-10;Iva Jovic;Alexandra Eala;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1836.2;1812.7;58.7;55.7;45.5;44.9;3.1;-24.5;19;33;1V3D;2V1D;;;0.00;0.00;;1;
wta_s-hertogenbosch_elena-gabriela_ruse_vs_elise_mertens;2026-06-10;Elena-Gabriela Ruse;Elise Mertens;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1686.1;1767.2;55.3;61.2;43.4;44.8;51.6;-16.1;88;22;;;;;-23.82;-23.82;;1;oddspapi
atp_s-hertogenbosch_adrian_mannarino_vs_arthur_rinderknech;2026-06-11;Arthur Rinderknech;Adrian Mannarino;Grass;ATP S-Hertogenbosch;1.709;2.21;0.5400;0.4500;-7.71;-0.55;3.76;aucune;1.709;2.21;1.709;2.21;;;0.00;;34;;;;1680.6;1651.9;67.1;64.4;31.9;35.1;-24.6;-97.1;24;46;;;;;-4.04;-7.12;;0;oddspapi
atp_stuttgart_james_duckworth_vs_jiri_lehecka;2026-06-11;Jiri Lehecka;James Duckworth;Grass;ATP Stuttgart;1.409;3.03;0.9500;0.2000;33.85;-39.40;3.98;aucune;1.409;3.03;1.409;3.03;;;0.00;;68;;;;1805.9;1572.6;67.9;63.4;34.8;33.4;43.6;-7.6;12;79;;;;;7.48;7.48;;1;oddspapi
