date,uid,joueur,book,prix_signale,cloture,ecart_annonce,clv,source,exclu,match_id,gele_le
2026-08-27T07:53,2026-08-27_andrew_fenty_luis_guto_miguel,Luis Guto Miguel,22bet,1.73,1.59,6.6,8.8,live,,andrew-fenty_vs_guto-luis-miguel@2026-08-27,2026-08-27
2026-08-27T09:37,2026-08-27_vilius_gaubas_harry_wendelken,Vilius Gaubas,bet365,1.8,1.8,3.2,0.0,live,,gaubas-vilius_vs_harry-wendelken@2026-08-27,2026-08-27
2026-08-27T09:40,2026-08-27_vilius_gaubas_harry_wendelken,Vilius Gaubas,bet365,1.8,1.8,3.2,0.0,live,,gaubas-vilius_vs_harry-wendelken@2026-08-27,2026-08-27
2026-08-27T11:23,2026-08-27_vilius_gaubas_harry_wendelken,Vilius Gaubas,bet365.fr,1.74,1.6,4.0,8.7,live,,gaubas-vilius_vs_harry-wendelken@2026-08-27,2026-08-28
2026-08-27T11:23,2026-08-27_vilius_gaubas_harry_wendelken,Vilius Gaubas,bet365,1.8,1.667,7.6,8.0,live,,gaubas-vilius_vs_harry-wendelken@2026-08-27,2026-08-28
2026-08-27T11:43,2026-08-27_andrew_fenty_luis_guto_miguel,Luis Guto Miguel,bet365,1.667,1.571,4.3,6.1,live,,andrew-fenty_vs_guto-luis-miguel@2026-08-27,2026-08-28
2026-08-28T02:03,2026-08-27_jacob_fearnley_jurij_rodionov,Jacob Fearnley,888sport,1.4,1.4,15.1,0.0,live,,fearnley-jacob_vs_jurij-rodionov@2026-08-27,2026-08-28
2026-08-28T02:03,2026-08-27_qinwen_zheng_elena_pridankina,Qinwen Zheng,888sport,1.143,1.143,7.1,0.0,live,,elena-pridankina_vs_qinwen-zheng@2026-08-27,2026-08-28
2026-08-28T02:03,2026-08-27_susan_bandecchi_arantxa_rus,Susan Bandecchi,888sport,1.444,1.444,20.3,0.0,live,,arantxa-rus_vs_bandecchi-susan@2026-08-27,2026-08-28
2026-08-28T02:03,2026-08-27_susan_bandecchi_arantxa_rus,Susan Bandecchi,bet365,1.444,1.444,20.3,0.0,live,,arantxa-rus_vs_bandecchi-susan@2026-08-27,2026-08-28
2026-08-28T02:03,2026-08-27_susan_bandecchi_arantxa_rus,Susan Bandecchi,1xbet,1.42,1.42,18.3,0.0,live,,arantxa-rus_vs_bandecchi-susan@2026-08-27,2026-08-28
2026-08-28T02:03,2026-08-27_qinwen_zheng_elena_pridankina,Qinwen Zheng,sbobet,1.12,1.15,4.9,-2.6,live,,elena-pridankina_vs_qinwen-zheng@2026-08-27,2026-08-28
2026-08-28T04:33,2026-08-28_benito_sanchez_martinez_facundo_mena,Benito Sanchez Martinez,bet365,1.727,1.615,4.3,6.9,live,,benito-martinez-sanchez_vs_facundo-mena@2026-08-28,2026-08-28
2026-08-29T02:03,2026-08-30_adolfo_daniel_vallejo_gael_monfils,Adolfo Daniel Vallejo,1xbet,1.853,1.853,3.6,0.0,live,,adolfo-daniel-vallejo_vs_gael-monfils@2026-08-30,2026-08-29
2026-08-29T16:43,2026-08-31_roman_safiullin_carlos_alcaraz,Roman Safiullin,1xbet,5.95,5.95,10.3,0.0,live,,alcaraz-carlos_vs_roman-safiullin@2026-08-30,2026-08-30
2026-08-29T16:43,2026-08-31_roman_safiullin_carlos_alcaraz,Roman Safiullin,22bet,5.7,5.7,5.7,0.0,live,,alcaraz-carlos_vs_roman-safiullin@2026-08-30,2026-08-30
2026-08-29T21:03,2026-08-29_diane_parry_elise_mertens,Diane Parry,4casters,2.84,2.42,6.3,17.4,live,,diane-parry_vs_elise-mertens@2026-08-29,2026-08-30
2026-08-29T22:24,2026-08-29_diane_parry_elise_mertens,Diane Parry,bet365,2.75,2.5,10.3,10.0,live,,diane-parry_vs_elise-mertens@2026-08-29,2026-08-30
2026-08-29T22:24,2026-08-29_diane_parry_elise_mertens,Diane Parry,leovegas,2.75,2.75,10.3,0.0,live,,diane-parry_vs_elise-mertens@2026-08-29,2026-08-30
2026-08-29T22:24,2026-08-29_diane_parry_elise_mertens,Diane Parry,unibet,2.75,2.75,10.3,0.0,live,,diane-parry_vs_elise-mertens@2026-08-29,2026-08-30
2026-09-04T08:48,2026-09-04_alex_michelsen_daniel_merida,Alex Michelsen,1xbet,1.581,1.52,3.5,4.0,live,,alex-michelsen_vs_daniel-merida@2026-09-04,2026-09-04
2026-09-04T08:48,2026-09-04_alex_michelsen_daniel_merida,Alex Michelsen,leovegas,1.58,1.53,3.5,3.3,live,,alex-michelsen_vs_daniel-merida@2026-09-04,2026-09-04
2026-09-04T08:48,2026-09-04_alex_michelsen_daniel_merida,Alex Michelsen,4casters,1.59,1.549,4.1,2.6,live,,alex-michelsen_vs_daniel-merida@2026-09-04,2026-09-04
2026-09-04T10:48,2026-09-04_valentin_vacherot_frances_tiafoe,Valentin Vacherot,1xbet,2.605,2.516,3.1,3.5,live,,frances-tiafoe_vs_vacherot-valentin@2026-09-04,2026-09-04
2026-09-04T22:22,2026-09-05_luciano_darderi_dane_sweeny,Dane Sweeny,1xbet,4.41,4.41,7.5,0.0,live,,dane-sweeny_vs_darderi-luciano@2026-09-05,2026-09-05
2026-09-04T22:22,2026-09-05_luciano_darderi_dane_sweeny,Dane Sweeny,22bet,4.36,4.36,6.3,0.0,live,,dane-sweeny_vs_darderi-luciano@2026-09-05,2026-09-05
2026-09-05T21:39,2026-09-06_alexander_zverev_alejandro_tabilo,Alejandro Tabilo,tipico,5.7,5.2,3.4,9.6,live,,alejandro-tabilo_vs_alexander-zverev@2026-09-05,2026-09-06
